2018-06-08 00:01:49 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388200,msgId:25376,body:{"content":"h9uQbrQ5uHZHPpd8ljBUXv0V13892929899e2zZ7CWQL6jvlr2FnDKwWuWLhlRoJrx554wQfwoWbqkwdoMoBxuunQhZPMExdVqWTUgPEtxCXrc5gebwwoAt4Bhttp:\/\/www.baidu.com","type":1,"uuid":"114BC6BB-CA7C-48DF-B5A5-7BE280C772BB"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388200,msgId:25377,body:{"content":"Ai9D1hcvwmSoqMviE13892929899Pi8MIGNGmuQYLlxSdwDeH6PejPY8ucC6X54lX5aLj2Xhttp:\/\/www.baidu.com","type":1,"uuid":"F0FE0B1D-8481-432E-A371-9730AE1BB259"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388201,msgId:25378,body:{"content":"jI0Lg5MEDA13892929899xAziQHQvqDeNpaiQPZfroZPwIb0iaiC8U0YSmHUlBUlNGwIdyeifCGqyt95VACVqweCRATS3me0xrje5KTNBmLDBRYNJMQgTqS9DDGpDmGo5RE9JI6XskkeoJwhttp:\/\/www.baidu.com","type":1,"uuid":"135AD050-EE7D-4FE2-85F7-139EF9019386"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388201,msgId:25379,body:{"content":"3hD13892929899jA1tDtY6cetYfor3nGs4yuX9CoTeg55qsT1EU4v52imBvascoanuYeqvaJEtz0NbJJc106o26J7JwODJfbvo8UObz2y4aslCNUV5v6GZj3yPTmm1TF3X2pETjc65FTgThttp:\/\/www.baidu.com","type":1,"uuid":"89B32DA4-9073-4560-9ABC-D92CFFD161FC"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388201,msgId:25380,body:{"content":"vaAqlLGAgh9FHgl8UYRKB13892929899YQspVmltZb0h1M0uhlHcgQuSqcE0cQCOAC3y53glZKaQIYwJfUERkWFVw34ALxdgyD0MnxbGCWHhBjdF0A5AFSQWEL6YybAscPhDGJxzShxiSEhttp:\/\/www.baidu.com","type":1,"uuid":"47400B14-9914-4B88-B711-224EA481E960"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388201,msgId:25381,body:{"content":"Ac3AUOJVWRE8sQcWwOOYOGfq13892929899qfPq36TgpCxgEBau2JMv2hR3J3FLomHSOMRk4vCOnMUgYjUiDWT9x83OBsaN1G6PQUjQHTakwyGrxhttp:\/\/www.baidu.com","type":1,"uuid":"170FB83A-BE6F-43D9-A0D6-2110705C161B"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388201,msgId:25382,body:{"content":"H138929298993pBWGe6tsAuHux8UaWCR9uJPGWzruzLF4auXNkf5aoA56FmRo20WmRFKd9miCNrS36Wfr6EStvYMn4NEgkjtC14lCBYkKXL8kglf8Ks1cxcHrePSiAJoHgXDOvpZzEvhttp:\/\/www.baidu.com","type":1,"uuid":"B14C5D08-0AFB-45EE-ABFB-8B0C9C369883"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388201,msgId:25383,body:{"content":"ISeq385CSjeISlE1gYPOYEa13892929899GKYtTAQiVORrhSMf4iXSrEJVOIclsixAKShisNBLFSZ3Ntjdsb4GKHJOonpVhjzk3xZ8jj8S80h54DtG9InYhRmpadN7XkuRyaUo2zJ873UtYVMb4JWZl21zAh3D7gyxjy4u5Abhvhttp:\/\/www.baidu.com","type":1,"uuid":"07BF3B61-B030-4E52-B2A7-82475C43FEB0"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388202,msgId:25384,body:{"content":"gYGo0xMjLpFf13892929899ilBvf8FMPlCQOkQJmEQDhiTR8TEUW286ihdk6CijIYafRRkt5AE2N6CRTifHaJ9cBXQjAhttp:\/\/www.baidu.com","type":1,"uuid":"CF178A0D-9105-44E3-A48B-9FE4A1410582"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388202,msgId:25385,body:{"content":"znBOD6k17iqopo7AjrJpZZeuwriP13892929899A77pQdL12mCcjA8ynd0hKJioFFcDxVIMCVPDBIbX38F8pGx58XdCEPNJVJ2EhxdhVkiTiOVlZc0rlEpcH8cdIEw0qafSgUzWimgGEuhIEBpwVyHxuMfjU6CkzF0yNY6GzXhttp:\/\/www.baidu.com","type":1,"uuid":"6A3D2AA2-F746-4EBB-8A47-B298E205A69B"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388202,msgId:25386,body:{"content":"E6H13892929899zN1uWpO5D72yRBk5BO8lCP5zlR8k2mKOFnHySgha0llqQ9hmIr8LIaQUENZtxn4KCIjLN3mUSVYjK3QAXhttp:\/\/www.baidu.com","type":1,"uuid":"B251ED0B-A377-4ADA-B56B-205EE0765AD6"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388202,msgId:25387,body:{"content":"eNf138929298994OYPVhMhrtcAw5CxW8FdOKB9ZPiHTXKZZYncGUtNPAYNyjtZ0M8YZqpmVfDVX3DrZNRVzFUkknhttp:\/\/www.baidu.com","type":1,"uuid":"E0DE06AA-0ACD-47C0-B444-D1DB3EC70110"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388202,msgId:25388,body:{"content":"b3HQ4dOF138929298998jRODkXcvSUkkiqpS2Vq0ERv7Q7gGw16qcOzSmQVpnZMd9tGGNuOKzYUYoRHxapOadnnXE1pzC5EjUzRxB4INohttp:\/\/www.baidu.com","type":1,"uuid":"E81100AC-F2B0-4562-9C21-8BE846ABCA42"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388202,msgId:25389,body:{"content":"A22tE6gqmcOV5DiZCYr8Eneep0o0M113892929899DdV3eFbPcs1PtwKniDTyDFcoBOiJN4zL3lx0g9pOleSUIhcJg5B167S5JUrUOVaRIy3bhJK4HylgoOV6qeTj0czw3kAYZHg0YZ2C2aAhttp:\/\/www.baidu.com","type":1,"uuid":"0294195A-52B9-49BE-92C4-D4B4E82C8C3A"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388203,msgId:25390,body:{"content":"slcDVD1ZVMgHr13892929899hoLkaqHp1D0ISCIJzqHWSf6fqcAW5PzFBCLoV5uxiz0HrzwFepwD4iG55uzRc42PUyEJXFeUbT3zCJJY5n6qmyMA1lHBk1f29pKhudyMpTPBshttp:\/\/www.baidu.com","type":1,"uuid":"EB75CA60-C1B9-4CB5-8F95-0A15835A1964"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388203,msgId:25391,body:{"content":"3pYYbZVZEeSVSKdU9XeJIadHXRiy2513892929899rIlUGMIYvtxhsQpIjDqSThkRM13ZoPsegoJ6WtWVBfpeLBbuNF7WEhzDEJT2ArzHGisqyjfyoKKCalsGozm842VdLLOop1M5DhnuP5QTluRekQ1rjW8Bu1http:\/\/www.baidu.com","type":1,"uuid":"7090911F-215D-41A0-B093-1198BA1CD3D5"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388203,msgId:25392,body:{"content":"XXfVEQFU3W1NCr138929298996rfMljzEm9O6STYxNjOjrEq4bswvHbmpLffggpeJzUkGrmvbMNhGrFdODSd8ZvUzzGntmvm9I3FhBrUapVFo0bYXlGc5OityAHdGkTG2BTThttp:\/\/www.baidu.com","type":1,"uuid":"363ED522-A56D-4644-B138-2157E0DEA89D"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388206,msgId:25393,body:{"content":"sQR13892929899Z5aEYpHbnRBJQ1hf0XxpkoOTq4X2klL9qKcGsXpHMheoX8SgaLWogA8oa3bixGtlvpMRJaLwgi6EPMUiTRolGjntTSLM4k8ZSx9qeL5ZvLKmDqHreF1PIzJ2PVQ4jrIMhttp:\/\/www.baidu.com","type":1,"uuid":"71827F21-B4A4-44A7-9D9C-7E6BD06A1F61"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388207,msgId:25394,body:{"content":"D06UTa1BjE13892929899MrJs3uti7hJKOqYbIIgu4Cr9J7knEnWsaSVFsVJAdUa3ueXNEfpKTaTCzxSsS9dbnHuHKYLQ91Q0m3m3p8eZ5ZyxVlIq2H0YZkHgStoie1RJtZt1fH9R6ajGr9http:\/\/www.baidu.com","type":1,"uuid":"9743C26B-265F-4DFF-8236-625CFFE39671"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388207,msgId:25395,body:{"content":"tgPWVRCKRM2CXcpZT13892929899fPd8s1x10u0lXnu6mMIYSfvcb72rJsdqIuRPcUvOOk1http:\/\/www.baidu.com","type":1,"uuid":"86B703A5-3A83-46CD-9A67-95BCDF2B2B2D"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388212,msgId:25396,body:{"content":"sQR13892929899Z5aEYpHbnRBJQ1hf0XxpkoOTq4X2klL9qKcGsXpHMheoX8SgaLWogA8oa3bixGtlvpMRJaLwgi6EPMUiTRolGjntTSLM4k8ZSx9qeL5ZvLKmDqHreF1PIzJ2PVQ4jrIMhttp:\/\/www.baidu.com","type":1,"uuid":"71827F21-B4A4-44A7-9D9C-7E6BD06A1F61"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388212,msgId:25397,body:{"content":"D06UTa1BjE13892929899MrJs3uti7hJKOqYbIIgu4Cr9J7knEnWsaSVFsVJAdUa3ueXNEfpKTaTCzxSsS9dbnHuHKYLQ91Q0m3m3p8eZ5ZyxVlIq2H0YZkHgStoie1RJtZt1fH9R6ajGr9http:\/\/www.baidu.com","type":1,"uuid":"9743C26B-265F-4DFF-8236-625CFFE39671"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388212,msgId:25398,body:{"content":"tgPWVRCKRM2CXcpZT13892929899fPd8s1x10u0lXnu6mMIYSfvcb72rJsdqIuRPcUvOOk1http:\/\/www.baidu.com","type":1,"uuid":"86B703A5-3A83-46CD-9A67-95BCDF2B2B2D"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388430,msgId:25399,body:{"content":"E9dw5DfbUm5oHW13892929899P9ZMQG0z2aIaymGQ6SrfLqIHMUHj6SPYtjngHJiwodFDbHhn2GXGGcKZI1QTob7quwLzatoH98WlKatpsw6mlmIVKDm6UurPdPWEuokygnZ3jM56u6qi0GxGPth75pQh3N827V2n1http:\/\/www.baidu.com","type":1,"uuid":"369547F7-884C-4C1D-8054-E85DABB19607"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388430,msgId:25400,body:{"content":"b7rEPMEc8ILcJUwfCg7lIhrvb4b813892929899sjiu7pm0vJuWmkh2PKtjWq1QpO6v7ZsnKC5buixEdFBi8gPvlehDPTop2DJKqArDq9IgXwhw2q8qLHsTC3BzKG4VdBbnWkEIbQwB2TmzOBUmUhyGyIsQhttp:\/\/www.baidu.com","type":1,"uuid":"3C9BC73C-B794-49C5-881D-A2AE641A7E7E"}
2018-06-08 02:58:23 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10001,receiver:10002,timestamp:1528388430,msgId:25401,body:{"content":"nN6dAADZ5OAbMIdd3CiG00zZ13892929899I5GqW8lXhRy4UzvxZFm2phNBv4r8LhEfOv4J8dTZD4WqFuiHgx4rLThZ6KG21bxd9FuWfDeUD7nPo3ZXEbyYr1http:\/\/www.baidu.com","type":1,"uuid":"606D633D-C4B8-41F5-B70F-07889D346773"}
2018-06-08 02:58:23 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:07 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:08 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:08 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:08 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:08 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:08 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:08 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:08 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:08 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:08 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 02:59:08 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set
2018-06-08 03:01:19 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:56206]
2018-06-08 03:01:19 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-08 03:01:26 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 03:01:26 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set%!(EXTRA string=(null))
2018-06-08 03:01:28 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 03:01:28 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set%!(EXTRA string=(null))
2018-06-08 03:03:20 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-08 03:03:52 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-08 03:03:52 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-08 03:03:52 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-08 03:03:52 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-08 03:04:05 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:56222]
2018-06-08 03:04:05 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-08 03:04:19 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 03:05:01 	 [ERROR] 	 <user.go:81>  	 sql: no rows in result set%!(EXTRA string=(null))
2018-06-08 03:06:01 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-08 03:06:01 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-08 03:06:01 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-08 03:06:01 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-08 03:08:54 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:56251]
2018-06-08 03:08:54 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-08 03:10:04 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 03:10:18 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-08 03:10:39 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-08 03:10:39 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-08 03:10:39 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-08 03:10:39 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-08 03:11:55 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:53597]
2018-06-08 03:11:55 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 37
2018-06-08 03:11:55 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10002,receiver:10001,timestamp:1528397903,msgId:25501,body:{"ack_msgId":25370,"ack_uuid":"86B703A5-3A83-46CD-9A67-95BCDF2B2B2D","sequeneceId":0,"status":2,"type":20,"userId":"80d07eb7-09d5-4332-aa4d-01990a291dfd","uuid":"4DEB1269-01A3-483D-9FA5-B2BBE09BAAA6"}
2018-06-08 03:11:55 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10002,receiver:10001,timestamp:1528397947,msgId:25502,body:{"ack_msgId":25371,"ack_uuid":"9743C26B-265F-4DFF-8236-625CFFE39671","sequeneceId":0,"status":2,"type":20,"userId":"80d07eb7-09d5-4332-aa4d-01990a291dfd","uuid":"5C5ADBFC-7F32-46C2-8E54-50E5B84DAFF2"}
2018-06-08 03:11:55 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10002,receiver:10001,timestamp:1528397947,msgId:25503,body:{"ack_msgId":25372,"ack_uuid":"9743C26B-265F-4DFF-8236-625CFFE39671","sequeneceId":0,"status":2,"type":20,"userId":"80d07eb7-09d5-4332-aa4d-01990a291dfd","uuid":"407F90F5-BC2C-4518-8831-7754CFACDF30"}
2018-06-08 03:11:55 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10002,receiver:10001,timestamp:1528397947,msgId:25504,body:{"ack_msgId":25373,"ack_uuid":"86B703A5-3A83-46CD-9A67-95BCDF2B2B2D","sequeneceId":0,"status":2,"type":20,"userId":"80d07eb7-09d5-4332-aa4d-01990a291dfd","uuid":"D5415E16-4788-4E51-BCAC-3DE70B4B46EF"}
2018-06-08 03:11:55 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10002,receiver:10001,timestamp:1528397947,msgId:25505,body:{"ack_msgId":25374,"ack_uuid":"A75A45AB-DC9A-4B60-8690-9E385B848955","sequeneceId":0,"status":2,"type":20,"userId":"80d07eb7-09d5-4332-aa4d-01990a291dfd","uuid":"E1CB9B48-668D-420F-BDE6-015958D3DD8D"}
2018-06-08 03:11:55 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10002,receiver:10001,timestamp:1528397947,msgId:25506,body:{"ack_msgId":25375,"ack_uuid":"0D1EDC65-4DC0-4DD8-8BBD-D3991015ABBA","sequeneceId":0,"status":2,"type":20,"userId":"80d07eb7-09d5-4332-aa4d-01990a291dfd","uuid":"B16D2740-093D-4AAC-A7EA-F8F8E35CCF04"}
2018-06-08 03:11:55 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10002,receiver:10001,timestamp:1528397947,msgId:25507,body:{"ack_msgId":25376,"ack_uuid":"114BC6BB-CA7C-48DF-B5A5-7BE280C772BB","sequeneceId":0,"status":2,"type":20,"userId":"80d07eb7-09d5-4332-aa4d-01990a291dfd","uuid":"51E21808-A7B4-403E-9C22-6170AE3752CB"}
2018-06-08 03:11:55 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10002,receiver:10001,timestamp:1528397947,msgId:25508,body:{"ack_msgId":25377,"ack_uuid":"F0FE0B1D-8481-432E-A371-9730AE1BB259","sequeneceId":0,"status":2,"type":20,"userId":"80d07eb7-09d5-4332-aa4d-01990a291dfd","uuid":"9219DC69-077F-4E80-8FD3-F5F9063C0A06"}
2018-06-08 03:11:55 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10002,receiver:10001,timestamp:1528397947,msgId:25509,body:{"ack_msgId":25378,"ack_uuid":"135AD050-EE7D-4FE2-85F7-139EF9019386","sequeneceId":0,"status":2,"type":20,"userId":"80d07eb7-09d5-4332-aa4d-01990a291dfd","uuid":"95168D86-1FA5-4A29-B770-B3FF98CF035D"}
2018-06-08 03:11:55 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10002,receiver:10001,timestamp:1528397947,msgId:25510,body:{"ack_msgId":25379,"ack_uuid":"89B32DA4-9073-4560-9ABC-D92CFFD161FC","sequeneceId":0,"status":2,"type":20,"userId":"80d07eb7-09d5-4332-aa4d-01990a291dfd","uuid":"0BEFAD09-DE92-4936-ACAE-6318C24D0A4C"}
